BAS_DT,ISIN_CD,ITMS_NM,CLPR,VS,FLUC_RT,MKP,HIPR,LOPR,TR_QUANT,TR_PRC
20251230,KR7203780002,TIGER 미국나스닥바이오,30385,-5,,30190,30385,30070,,864918922
20251230,KR7204450001,KODEX 차이나H레버리지(H),2805,50,,2750,2810,2730,,505025494
20251230,KR7204480008,TIGER 차이나CSI300레버리지(합성),26830,410,,26700,26850,26345,,372768555
20251230,KR7205720006,ACE 일본TOPIX인버스(합성 H),1837,8,,1831,1838,1823,,65702473
20251230,KR7210780003,TIGER 코스피고배당,20585,35,,20550,20585,20440,,381073230
20251230,KR7211560008,TIGER 배당성장,27210,-130,,27390,27390,27210,,307635940
20251230,KR7211900006,KODEX 코리아배당성장,21870,-40,,21915,21915,21735,,383619625
20251230,KR7213610009,KODEX 삼성그룹밸류,13160,-40,,13190,13215,13150,,666683607
20251230,KR7213630007,PLUS 미국다우존스고배당주(합성 H),18425,-70,,18495,18695,18405,,155568335
20251230,KR7214980005,KODEX 단기채권PLUS,114905,25,,114900,117000,114885,,24833681502
20251230,KR7215620006,HK S&P코리아로우볼,16375,-805,,17695,17695,16205,,523860
20251230,KR7217770007,TIGER 원유선물인버스(H),2745,-15,,2755,2770,2745,,11123221
20251230,KR7217780006,TIGER 차이나CSI300인버스(합성),5620,-30,,5610,5720,5610,,373447
20251230,KR7218420008,KODEX 미국S&P500에너지(합성),14960,225,,14850,14960,14835,,227153222
20251230,KR7219390002,RISE 미국S&P원유생산기업(합성 H),5665,60,,5630,5680,5585,,91103542
20251230,KR7219480001,KODEX 미국S&P500선물(H),30135,-135,,30135,30170,30135,,176704335
20251230,KR7219900008,ACE 중국본토CSI300레버리지(합성),4575,95,,4435,4590,4435,,38887700
20251230,KR7220130009,SOL 차이나강소기업CSI500(합성 H),6160,5,,6250,6250,6120,,1047332
20251230,KR7223190000,KODEX 200가치저변동,18055,-70,,18025,18080,17955,,204817787
20251230,KR7225030006,TIGER 미국S&P500선물인버스(H),2475,0,,2480,2485,2475,,49093015
20251230,KR7225040005,TIGER 미국S&P500레버리지(합성 H),56965,-320,,56900,57055,56800,,500672347
20251230,KR7225050004,TIGER 유로스탁스레버리지(합성 H),13680,-5,,13680,13680,13680,,191520
20251230,KR7225060003,TIGER 이머징마켓MSCI레버리지(합성 H),11515,-165,,11485,11680,11410,,25308895
20251230,KR7225130004,ACE 골드선물 레버리지(합성 H),55685,-3345,,55005,57200,54000,,1798635144
20251230,KR7225800002,KIWOOM 미국달러선물레버리지,16140,170,,15950,16140,15900,,81667510
20251230,KR7226380004,ACE Fn성장소비주도주,6535,50,,6535,6535,6490,,795855
20251230,KR7226490001,KODEX 코스피,43370,65,,43220,43460,43040,,12670483860
20251230,KR7226980001,KODEX 200 중소형,19970,-140,,20110,20110,19895,,295671040
20251230,KR7227540002,TIGER 200 헬스케어,22725,-20,,22745,22795,22595,,383115076
20251230,KR7227550001,TIGER 200 산업재,10220,-200,,10420,10420,10180,,106003420
20251230,KR7227560000,TIGER 200 생활소비재,11940,-85,,12025,12110,11940,,19395800
20251230,KR7227570009,TIGER 우량가치,16350,165,,16295,16350,16150,,42920887
20251230,KR7227830007,PLUS 코스피,43775,270,,43690,43795,43655,,28415495
20251230,KR7228790002,TIGER 화장품,3250,-5,,3265,3300,3235,,12988675252
20251230,KR7228800009,TIGER 여행레저,3420,30,,3390,3425,3390,,425289048
20251230,KR7228810008,TIGER 미디어컨텐츠,6065,165,,5900,6105,5865,,3067951948
20251230,KR7228820007,TIGER KTOP30,11545,-15,,11580,11580,11545,,150898055
20251230,KR7229200001,KODEX 코스닥150,15430,-150,,15470,15545,15345,,85451484715
20251230,KR7229720008,KODEX KTOP30,22995,-30,,23050,23080,22995,,71836105
20251230,KR7230480006,KIWOOM 미국달러선물인버스2X,4385,-25,,4410,4437,4385,,101286472
20251230,KR7232080002,TIGER 코스닥150,15740,-150,,15835,15850,15640,,22217311847
20251230,KR7233160001,TIGER 코스닥150 레버리지,12775,-245,,12895,12945,12610,,2228783372
20251230,KR7233740000,KODEX 코스닥150레버리지,11455,-225,,11540,11630,11320,,173632833714
20251230,KR7234310001,RISE V&S셀렉트밸류,20525,85,,20545,20560,20520,,6617480
20251230,KR7236350005,TIGER 인도니프티50레버리지(합성),41895,70,,42200,42200,41540,,86915585
20251230,KR7237350004,KODEX 코스피100,47770,115,,47655,48025,47555,,4983470212
20251230,KR7237370002,KODEX 코리아배당성장채권혼합,14645,0,,14645,14645,14615,,630980941
20251230,KR7237440003,TIGER 경기방어채권혼합,10115,-30,,10155,10155,10115,,103913497
20251230,KR7238670004,PLUS 스마트베타Quality채권혼합,12285,65,,12415,12415,12285,,2343360
20251230,KR7238720007,ACE 일본Nikkei225(H),36090,25,,36060,36155,35875,,161233249
20251230,KR7239660004,PLUS 우량회사채50,120245,30,,120275,120285,120235,,90797415
20251230,KR7241180009,TIGER 일본니케이225,27890,-140,,28030,28030,27795,,1530653302
20251230,KR7241390004,RISE V&S셀렉트밸류채권혼합,13920,130,,13900,13935,13760,,156414260
20251230,KR7243880002,TIGER 200IT레버리지,94550,1870,,92750,95705,92150,,2264427202
20251230,KR7243890001,TIGER 200에너지화학레버리지,6335,-105,,6420,6420,6245,,90898140
20251230,KR7244580007,KODEX 바이오,12490,-105,,12595,12610,12390,,6350608576
20251230,KR7244620001,KODEX 모멘텀Plus,14835,-95,,14930,14930,14835,,461380
20251230,KR7244660007,KODEX 퀄리티Plus,9210,0,,9210,9210,9205,,128935
20251230,KR7244670006,KODEX 밸류Plus,10445,-10,,10455,10470,10435,,15022780
20251230,KR7245340005,TIGER 미국다우존스30,34035,-60,,33805,34035,33800,,558601377
20251230,KR7245350004,TIGER 유로스탁스배당30,18415,185,,18225,18485,18140,,93044557
20251230,KR7245360003,TIGER 차이나HSCEI,13735,140,,13595,13740,13535,,254859860
20251230,KR7245710009,ACE 베트남VN30(합성),30435,75,,30625,30625,30365,,1367567677
20251230,KR7248270001,TIGER S&P글로벌헬스케어(합성),26075,110,,26050,26090,25595,,347223824
20251230,KR7250730009,RISE 차이나HSCEI(H),10565,85,,10310,10565,10310,,55042970
20251230,KR7250780004,TIGER 코스닥150선물인버스,2960,30,,2945,2980,2940,,397394967
20251230,KR7251340006,KODEX 코스닥150선물인버스,2930,30,,2920,2955,2912,,32245149290
20251230,KR7251350005,KODEX MSCI선진국,36760,20,,36135,36865,36135,,2448481568
20251230,KR7251590006,PLUS 고배당저변동50,16125,-70,,16195,16195,16075,,16397995
20251230,KR7251600003,PLUS 고배당주채권혼합,14300,10,,14290,14300,14230,,3757358861
20251230,KR7252000005,TIGER 200동일가중,16165,-90,,16250,16250,16165,,2554760
20251230,KR7252400007,RISE 200선물레버리지,43830,365,,42975,44085,42975,,406987080
20251230,KR7252410006,RISE 200선물인버스,3120,0,,3135,3135,3110,,19522560
20251230,KR7252420005,RISE 200선물인버스2X,620,-6,,628,628,613,,208843623
20251230,KR7252650007,KODEX 200동일가중,15410,-30,,15490,15490,15390,,6793010
20251230,KR7252670005,KODEX 200선물인버스2X,615,-3,,624,627,610,,306336301392
20251230,KR7252710009,TIGER 200선물인버스2X,651,-6,,663,665,647,,3860114033
20251230,KR7253150007,PLUS 200선물레버리지,87930,720,,86425,88525,86425,,50634787
20251230,KR7253160006,PLUS 200선물인버스2X,1259,-19,,1277,1291,1249,,31929148
20251230,KR7253230007,KIWOOM 200선물인버스2X,624,-8,,634,635,615,,96591167
20251230,KR7253240006,KIWOOM 200선물인버스,3160,-10,,3165,3165,3140,,61483275
20251230,KR7253250005,KIWOOM 200선물레버리지,43150,155,,42575,43465,42575,,127616435
20251230,KR7253280002,RISE 헬스케어,16875,105,,16820,16875,16700,,64595545
20251230,KR7253290001,RISE 헬스케어채권혼합,12720,20,,12700,12800,12700,,109855400
20251230,KR7256440009,ACE MSCI인도네시아(합성),8570,-120,,8695,8695,8500,,247456936
20251230,KR7256450008,PLUS 심천차이넥스트(합성),14110,-20,,14090,14155,13990,,143323825
20251230,KR7256750001,KODEX 차이나심천ChiNext(합성),14780,310,,14615,14780,14465,,271270571
20251230,KR7261060008,TIGER 코스닥150IT,16555,60,,16495,16660,16405,,159473100
20251230,KR7261070007,TIGER 코스닥150바이오테크,17990,10,,17980,18130,17770,,1999191509
20251230,KR7261110001,TIGER 미국달러선물레버리지,17075,235,,16875,17075,16820,,23603455
20251230,KR7261120000,TIGER 미국달러선물인버스2X,4975,-75,,5050,5065,4975,,55774140
20251230,KR7261140008,TIGER 우선주,18185,15,,18170,18185,18060,,294710512
20251230,KR7261220008,KODEX WTI원유선물(H),13455,145,,13370,13475,13370,,2974532338
20251230,KR7261240006,KODEX 미국달러선물,14580,80,,14500,14580,14480,,1997547949
20251230,KR7261250005,KODEX 미국달러선물레버리지,17050,210,,16895,17050,16800,,2985447356
20251230,KR7261260004,KODEX 미국달러선물인버스2X,5025,-60,,5085,5110,5025,,2196527667
20251230,KR7261270003,KODEX 미국달러선물인버스,7780,-45,,7825,7840,7780,,721921222
20251230,KR7261920003,ACE MSCI필리핀(합성),13500,250,,13500,13575,13500,,1175511
20251230,KR7265690008,ACE 러시아MSCI(합성),8535,0,,0,0,0,,0
20251230,KR7266160001,RISE 고배당,21020,35,,20960,21055,20850,,2100040837
20251230,KR7266360007,KODEX K콘텐츠,13115,120,,12995,13175,12955,,530327441
20251230,KR7266370006,KODEX IT,30100,-165,,30120,30305,29970,,2488173112
20251230,KR7266390004,KODEX 경기소비재,10270,75,,10245,10295,10190,,27701670
20251230,KR7266410000,KODEX 필수소비재,8030,-80,,8135,8135,8020,,50928323
20251230,KR7266420009,KODEX 헬스케어,21680,5,,21650,21800,21505,,1085792521
20251230,KR7266550003,PLUS 중형주저변동50,15420,60,,15435,15435,15325,,38810330
20251230,KR7267440006,RISE 미국장기국채선물(H),8450,10,,8475,8480,8450,,23619895
20251230,KR7267450005,RISE 미국장기국채선물인버스(H),10680,-5,,10685,10685,10680,,74770
20251230,KR7267490001,RISE 미국장기국채선물레버리지(합성 H),5645,15,,5665,5670,5645,,15432360
20251230,KR7267770006,TIGER 200선물레버리지,36355,210,,35905,36635,35675,,10153428350
20251230,KR7269370003,TIGER S&P글로벌인프라(합성),17145,40,,17120,17170,17095,,13827890
20251230,KR7269420006,KODEX S&P글로벌인프라(합성),21620,95,,21530,21655,21505,,685628937
20251230,KR7269530002,PLUS S&P글로벌인프라,19820,-35,,19890,19890,19705,,48949415
20251230,KR7269540001,PLUS 미국S&P500(H),27395,-135,,26830,27410,26830,,208508921
20251230,KR7270800006,RISE KQ고배당,13400,-20,,13520,13520,13400,,2590260
20251230,KR7270810005,RISE 코스닥150,15320,-105,,15405,15420,15220,,2243865035
20251230,KR7271050007,KODEX WTI원유선물인버스(H),4305,-50,,4320,4325,4280,,342904962
20251230,KR7271060006,KODEX 3대농산물선물(H),7830,-65,,7860,7885,7770,,187574402
20251230,KR7272560004,RISE 단기국공채액티브,113110,-5,,113115,113115,113095,,804323160
20251230,KR7272570003,RISE 중장기국공채액티브,109125,-85,,109350,109350,109125,,5678940
20251230,KR7272580002,TIGER 단기채권액티브,56085,5,,56050,56100,56050,,3399271471
20251230,KR7272910001,ACE 중장기국공채액티브,106900,25,,107000,107000,106900,,12835830
20251230,KR7273130005,KODEX 종합채권(AA-이상)액티브,114575,-205,,114780,115000,114575,,7661912357
20251230,KR7273140004,KODEX 단기변동금리부채권액티브,114815,-20,,114810,114815,114790,,528032240
20251230,KR7275280006,KODEX 모멘텀주,24125,75,,24100,24235,23970,,172113665
20251230,KR7275290005,KODEX 가치주,18160,160,,18060,18235,18035,,142161265
20251230,KR7275300002,KODEX 우량주,16130,190,,15940,16130,15935,,343673965
20251230,KR7275750008,RISE 코스닥150선물인버스,2945,35,,2920,2955,2920,,1161505
20251230,KR7275980001,TIGER 글로벌4차산업혁신기술(합성 H),20610,-45,,20690,20690,20505,,213383005
20251230,KR7276000007,TIGER 글로벌자원생산기업(합성 H),17160,-110,,17460,17460,17145,,53808550
20251230,KR7276650009,RISE 글로벌테크놀로지(합성 H),38795,-205,,39015,39015,38770,,14676974
20251230,KR7276970001,KODEX 미국S&P500배당귀족커버드콜(합성 H),7665,30,,7640,7715,7640,,244416639
20251230,KR7276990009,KODEX 글로벌로봇(합성),23315,300,,23040,23450,23025,,509097632
20251230,KR7277540001,ACE 아시아TOP50,23450,295,,23485,23485,22865,,58996685
20251230,KR7277630000,TIGER 코스피,43880,25,,43855,43970,43600,,1871121474
20251230,KR7277640009,TIGER 코스피대형주,21955,35,,21920,22030,21850,,373579874
20251230,KR7277650008,TIGER 코스피중형주,19075,-130,,19205,19205,19075,,12252435
20251230,KR7278240007,RISE 코스닥150선물레버리지,12910,-215,,12985,13085,12765,,189842915
20251230,KR7278530001,KODEX 200TR,21890,75,,21780,21950,21610,,15304019965
20251230,KR7278540000,KODEX MSCI Korea TR,21010,135,,20895,21045,20820,,486203180
20251230,KR7278620000,PLUS 단기채권액티브,117345,70,,117275,117355,117275,,359417245
20251230,KR7279530000,KODEX 고배당주,14050,-15,,14050,14050,13970,,2659258326
20251230,KR7279540009,KODEX 최소변동성,15190,15,,15175,15190,15175,,1396490
20251230,KR7280320003,ACE 미국IT인터넷(합성 H),20605,50,,20555,20710,20555,,32865975
20251230,KR7280920000,PLUS 주도업종,16605,0,,16590,16610,16585,,664015
20251230,KR7280930009,KODEX 미국러셀2000(H),14565,-105,,14545,14575,14545,,107728526
20251230,KR7280940008,KODEX 골드선물인버스(H),3455,60,,3505,3510,3420,,138763543
20251230,KR7281990002,RISE 중소형고배당,15637,-38,,15765,15765,15610,,8680357
20251230,KR7282000009,RISE 국고채3년선물인버스,111985,185,,111785,111985,111785,,447580
20251230,KR7283580009,KODEX 차이나CSI300,15425,170,,15270,15445,15210,,2347147803
20251230,KR7284430006,KODEX 200미국채혼합,17010,105,,16910,17110,16870,,11122667462
20251230,KR7284980000,RISE 200금융,17110,-95,,17160,17180,17040,,108855595
20251230,KR7285690004,FOCUS ESG리더스,15765,0,,0,0,0,,0
20251230,KR7287180004,PLUS 미국나스닥테크,42875,35,,42300,42875,42300,,74843735
20251230,KR7289040008,KODEX MSCI KOREA ESG유니버설,17980,95,,17885,18040,17885,,1620255
20251230,KR7289250003,TIGER MSCI KOREA ESG유니버설,18085,145,,18060,18115,18055,,3238790
20251230,KR7289260002,TIGER MSCI KOREA ESG리더스,16110,85,,16070,16195,16070,,22093675
20251230,KR7289480006,TIGER 200커버드콜,9650,20,,9630,9660,9580,,157028339
20251230,KR7289670002,PLUS 국채선물10년,54570,95,,54565,54675,54515,,29041610
20251230,KR7290080001,RISE 200고배당커버드콜ATM,8800,0,,8800,8845,8775,,97114675
20251230,KR7290130004,RISE ESG사회책임투자,24145,105,,23825,24175,23825,,4117793020
20251230,KR7291130003,ACE MSCI멕시코(합성),17880,25,,17830,17885,17765,,42407730
20251230,KR7291620003,KIWOOM 코스닥150선물인버스,5240,60,,5200,5260,5200,,32583170
20251230,KR7291630002,KIWOOM 코스닥150선물레버리지,5715,-120,,5780,5805,5650,,128154120
20251230,KR7291680007,RISE 차이나H선물인버스(H),7515,-70,,7735,7735,7515,,3663760
20251230,KR7291890002,KODEX MSCI EM선물(H),10325,-30,,10400,10405,10290,,897708700
20251230,KR7292050002,RISE KRX300,28715,20,,28595,28860,28580,,29777205
20251230,KR7292150000,TIGER 코리아TOP10,21165,175,,20900,21285,20865,,27383871075
20251230,KR7292160009,TIGER KRX300,28100,130,,27970,28255,27970,,101147390
20251230,KR7292190006,KODEX KRX300,28145,95,,28025,28165,27985,,172115655
20251230,KR7292500006,SOL KRX300,28570,60,,28490,28645,28490,,6741245
20251230,KR7292560000,TIGER 일본엔선물,8555,-30,,8535,8610,8520,,1717191182
20251230,KR7292770005,KODEX 국채선물3년인버스,56265,5,,0,0,0,,0
20251230,KR7293180006,HANARO 200,61155,205,,60695,61350,60530,,2179143295
20251230,KR7294400007,KIWOOM 200TR,79495,375,,78900,79650,78745,,4933815326
20251230,KR7295000004,RISE 국채선물10년,53630,-65,,53900,53900,53610,,104444445
20251230,KR7295020002,RISE 국채선물10년인버스,56655,180,,56370,56655,56310,,2930840
20251230,KR7295040000,SOL 200TR,22710,120,,22525,22760,22525,,756780650
20251230,KR7298340001,PLUS 국채선물3년,56290,-10,,56370,56375,56290,,846367800
20251230,KR7298770009,KODEX 한국대만IT프리미어,41175,190,,41480,41480,41150,,931356596
20251230,KR7300610003,TIGER K게임,6295,-5,,6300,6325,6260,,90453984
20251230,KR7300640000,RISE 게임테마,7400,-75,,7455,7470,7400,,84493945
20251230,KR7300950003,KODEX 게임산업,6040,35,,6015,6040,5970,,325672152
20251230,KR7301400008,PLUS 코스닥150,15565,-115,,15685,15685,15475,,20500194
20251230,KR7301410007,PLUS 코스닥150선물인버스,4440,55,,4425,4465,4425,,1461125
20251230,KR7302190004,TIGER 중장기국채,51200,-75,,51295,51355,51200,,2050042730
20251230,KR7302450002,RISE 코스피,43835,35,,43670,43930,43630,,20618391820
20251230,KR7304660004,KODEX 미국30년국채울트라선물(H),7645,10,,7660,7670,7645,,570368299
20251230,KR7304670003,KODEX 미국30년국채울트라선물인버스(H),11620,-20,,0,0,0,,0
20251230,KR7304760002,HANARO KRX300,27645,0,,27335,27645,27335,,7781977
20251230,KR7304770001,HANARO 코스닥150,15400,-180,,15475,15530,15310,,45986055
20251230,KR7304780000,HANARO 200선물레버리지,53240,80,,52995,53790,52995,,15500415
20251230,KR7304940000,KODEX 미국나스닥100선물(H),28575,-110,,28560,28605,28525,,606057490
20251230,KR7305050007,ACE 코스피,43900,30,,43870,44040,43800,,356965725
20251230,KR7305080004,TIGER 미국채10년선물,13150,95,,13130,13150,13065,,1429809643
20251230,KR7305540007,TIGER 2차전지테마,17060,-600,,17380,17385,16995,,14691838064
20251230,KR7305720005,KODEX 2차전지산업,13845,-490,,14180,14180,13780,,52443970222
20251230,KR7306520008,HANARO 200선물인버스,5625,-15,,5665,5665,5615,,3797535
20251230,KR7306530007,HANARO 코스닥150선물레버리지,11490,-245,,11630,11630,11360,,35854540
20251230,KR7306950007,KODEX KRX300레버리지,35865,60,,35860,36160,35650,,92516222
20251230,KR7307510008,TIGER 의료기기,18800,25,,18775,18820,18630,,183914862
20251230,KR7307520007,TIGER 지주회사,15955,-15,,15795,16010,15795,,3566439529
20251230,KR7308620004,KODEX 미국10년국채선물,12260,50,,12225,12280,12210,,1715313769
20251230,KR7309230001,ACE 미국WideMoat동일가중,30670,85,,30855,30855,30460,,273820791
20251230,KR7310080007,RISE 중국MSCI China(H),10580,-15,,10645,10645,10550,,23841577
20251230,KR7310960000,TIGER 200TR,35430,95,,35285,35555,35250,,2131301451
20251230,KR7310970009,TIGER MSCI Korea TR,26420,-30,,26280,26460,26225,,419338903
20251230,KR7314250002,KODEX 미국빅테크10(H),54850,-325,,54505,54925,54505,,1561082294
20251230,KR7314700006,HANARO 농업융복합산업,10800,-60,,10875,10875,10800,,715245
20251230,KR7315270009,TIGER 200커뮤니케이션서비스,21440,-130,,21465,21495,21375,,3986850
20251230,KR7315930008,KODEX Top5PlusTR,43060,140,,42765,43240,42530,,1968791075
20251230,KR7315960005,RISE 대형고배당10TR,39740,195,,39310,39815,39150,,4045618867
20251230,KR7316300003,ACE 싱가포르리츠,14460,-35,,14450,14490,14300,,10667365
20251230,KR7316670009,KIWOOM 코스닥150,7680,-90,,7760,7760,7635,,4034507609
